ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,main_business,business_scope,employees
002527.SZ,刘长文,刘长文,刘菁,66306.1291,19950310,上海,上海市,"上海新时达电气股份有限公司创立于1995年,注册商标STEP,是国家重点支持的高新技术企业、全国创新型企业,拥有国家认定企业技术中心。新时达的企业宗旨是客户满意,员工自豪,社会得益。2010年12月,新时达在深圳证券交易所首次公开发行A股并上市。
新时达实施全球化战略,在中国和德国设立研发中心与制造中心,产品销往亚洲、欧洲、北美洲、南美洲、非洲、大洋洲的65个国家与地区。
新时达设有博士后科研工作站,技术中心实验室具有国家CNAS认可资质、通过美国UL认证。新时达是国家机器人标准化总体组成员单位,全国电梯标准化技术委员会委员单位,中国机器人产业联盟理事单位,上海市机器人行业协会副会长单位。主持/参与制定电磁兼容性等国家技术标准23项。截至2017年6月,拥有国家专利415项,其中授权专利294项,发明专利98项;拥有软件著作权183项。
新时达大功率港口起重专用变频器关键技术开发及应用、起重机械安全监控与信息化管理系统研究与产业化开发等项目被列入国家科技支撑计划;变频器产业化、机器人专用伺服等项目获得中央预算资金支持;矢量型变频器、电气控制系统被认定为国家重点新产品并获得上海市科学技术发明奖;四象限港机专用变频器、六自由度工业机器人、机器人专用伺服等项目被列入上海市重大技术装备研制专项;食品无菌纸盒包装生产线的机器人研制及应用等被列入上海市科技成果转化与应用项目;工业机器人驱控一体化系统被列入上海市产业转型升级专项;高性能伺服驱动器被列入发改委/工信部国产替代项目。
新时达-电气传动及运动控制专家,业务涉及机器人及运动控制系统、电梯控制系统及物联网、节能与工业传动等领域。产品主要包括工业机器人、伺服驱动器,高/中/低压各种变频器、一体化驱动控制器,电梯控制与驱动系统、人机界面及专业线缆,星辰物联网,新能源汽车控制器等;广泛应用于电梯、食品饮料、汽车零部件、3C、白电、机床加工、物流、港机、起重、橡塑、煤矿、发电、新能源汽车等智能制造领域。",电梯控制系统与电梯变频器的研发、生产及销售,电控设备的生产、加工，机械设备、通信设备（除专控）、仪器仪表的销售，咨询服务；从事货物及技术的进出口业务。【企业经营涉及行政许可的，凭许可证件经营】,2520
002747.SZ,吴波,吴侃,肖婷婷,96779.8453,20020226,江苏,南京市,"南京埃斯顿自动化股份有限公司创建于1993年,受益于国家改革开放的发展机遇以及创业团队历经20多年的努力奋斗,目前不仅成为国内高端智能装备核心控制功能部件领军企业之一,而且已在自身核心零部件优势基础上强势进入工业机器人产业,华丽转身为具有自主技术和核心零部件的国产机器人主力军企业。2015年3月20日,埃斯顿自动化在深圳证券交易所正式挂牌上市(股票简称:埃斯顿股票代码:002747),成为中国拥有完全自主核心技术的国产机器人主流上市公司之一。公司现为国家认定的高新技术企业、拥有国家企业博士后工作站、3个江苏省工程技术中心、江苏省省级企业技术中心、国家机械行业工程技术中心,国家锻压机械行业标准委员会功能部件专业分会,中国工业机器人产业联盟副理事长,江苏省工业机器人专业委员会理事长单位,国际机器人协会(IFR)中国会员。同时,公司先后多次承担国家重大科技项目的研发任务,包括工信部04专项(基础装备和数控机床重大专项),科技部863高科技专项2个,江苏省成果转化产业化项目2个等等。先后独家或牵头制定多项数控设备和数控系统的国家或行业标准;拥有数百项国内外专利。长期以来,埃斯顿自动化秉承“专注、诚信、共成长”的价值观,始终坚持以客户需求为指引的全球资源整合及自主技术创新,推出了一系列拥有独特竞争优势的智能装备自动化及工业机器人完整解决方案,目前已形成了二大业务模块:1)智能装备核心功能部件模块包括数控系统、电液伺服系统、交流伺服系统及运动控制解决方案;2)工业机器人及智能制造系统模块包括机器人本体、机器人标准化工作站及智能制造系统。","从事高端智能机械装备及其核心控制和功能部件的研发、生产和销售,并为客户提供个性化、多样化、系统化智能装备自动化控制解决方案的高新技术企业。",生产、开发、服务各类机电一体化产品、自动控制、运动控制、驱动装置、计算机应用软件、伺服液压控制及系统集成；销售自产产品；自营和代理各类商品和技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：工业机器人制造；智能机器人的研发；人工智能应用软件开发；工业互联网数据服务；电子元器件制造（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,3261
603662.SH,柯建东,柯建东,叶方之,28082.9868,20021230,浙江,宁波市,"宁波柯力传感科技股份有限公司(以下简称“柯力传感”)成立于2002年,位于宁波市江北区投资创业园区,是目前全球称重领域物联网研发与推广应用的主要引领者之一,也是中国重要的称重元件制造及销售企业之一和工业物联网产业开拓者之一。主要研制和生产各类物理量传感器、称重仪表、电子称重系统、工业物联网系统成套设备,提供不停车检测系统、建筑机械物联网(含干粉砂浆)、无人值守一卡通、智能物流设备物联网、环保设备物联网、智能消费设备物联网、畜牧业物联网、车载物联网、港机及海洋工程装备物联网等工业物联网系统及场景应用解决方案,同时提供专业的物联网软件定制服务,建有“称重设备数据中心”、物联网实验中心及26个实验室。柯力传感于2019年8月上市(股票代码:603662),采取集团化管控模式,总部设在宁波,下设12个职能部门、10大物联网事业部和17家子公司,其中5家全资子公司分别为余姚太平洋称重工程有限公司、安徽柯力电气制造有限公司、宁波柯力国际贸易有限公司、宁波柯力物联网有限公司、郑州柯力传感科技有限公司,8家控股子公司分别为浙江省宁波市中柯大数据技术有限公司、宁波沃富物联网有限公司、广东华柯力固技术有限公司、四川央衡科技有限公司、陕西央衡物联技术有限公司、重庆柯力佑佳物联网科技有限公司、宁波柯轩智能科技有限公司、福州科杰智能科技有限公司,4家参股子公司为余姚市银环流量仪表有限公司、河南驰诚电气股份有限公司、宁波巨隆机械股份有限公司、力普物流技术(杭州)有限公司。柯力传感拥有七大生产基地,主要分布在宁波、安徽、余姚、郑州等地。公司现有员工2000多人,其中宁波总部900多人,已形成一支技术精湛,能攻坚克难,研发实力雄厚的技术人才队伍。柯力始终坚持“以严格的制度约束人,以宽松的环境发展人”的人力资源理念,以“求实创新、服务员工、成就客户”的企业文化宗旨努力服务员工,打造一支勤奋、有朝气、有潜力的高素质高境界和高度团结的员工队伍,推进公司的战略发展。公司严格按照OIML国际建议R60、R76组织生产,制造的称重传感器、电子称重仪表具有防尘、防水、防腐、防爆、防雷击等特点,已取得50多种称重传感器和电子称重仪表OIML认证、7种称重传感器NTEP认证、50多种称重传感器俄罗斯计量认证、10种称重传感器乌克兰计量认证、50多种称重传感器和电子称重仪表CE认证等。目前,集团拥有229项专利、192项计算机软件著作权。主笔起草一项行业标准《称重高温传感器》(QB/T4929-2016),一项团体标准《钢制传感器》,参与起草三项国家标准《称重传感器》(GB/T7551-2008)、《金属粘贴式电阻应变计》(GB/T13992-2010)、《动态公路车辆自动衡器-弯板式》,一项国家计量技术规范《便携式动态轴重仪校准规范》(JJF1212-2008),一项国家计量检定规程《静重式力标准机检定规程》。公司先后获得中国衡器协会副理事长单位、中国衡器协会轨道衡专业委员会委员单位、全国轻工业卓越绩效先进企业、中国轻工业衡器行业十强企业、中国衡器协会称重物联网宁波培训基地、高新技术企业、国家传感器产业振兴和技改项目、国家制造业单项冠军培育企业、国家服务型制造示范项目(基于大数据的称重物联网系统服务新模式)、国家制造业“双创”平台试点示范项目(以龙头企业为启动园的工业物联网产业孵化双创平台)、知识产权优势企业、“浙江制造”品字标认证企业、2019年浙江省电子信息产业百家重点企业、2020年浙江省电子信息50家成长性特色企业、浙江省服务型制造示范企业、浙江省企业技术中心、浙江省企业研究院、浙江省博士后工作站、浙江省第一批创新型领军培育企业、浙江省第一批上云标杆企业、浙江省第三批行业云应用示范平台、浙江省制造业与互联网融合发展示范企业、浙江省中小学质量教育社会实践基地、武汉大学物联网研究中心、2019宁波市竞争力百强企业第16位、宁波市制造业百强企业、宁波市高成长企业、宁波市院士工作站、宁波市技术创新团队、宁波市两化深度融合示范企业、宁波市工业行业骨干培育企业、宁波市科技进步二等奖、两项宁波市重大科技专项承担单位、宁波市企业文化示范基地、宁波市江北区三十强企业和工业企业纳税前列、宁波市江北区区长质量奖等诸多荣誉称号。2017年5月,宁波工业物联网产业特色园正式落户柯力,引进包括传感器、模组、材料、智能装备、软件、应用、服务、集成等八大垂直产业链平台类企业260多家,同时园区已获得国家制造业“双创”平台试点示范项目、浙江省数字化示范园区,2019年园区18家企业入选“宁波市创新型初创企业暨浙江省科技型中小企业”名单。2019年已开工新建18层人工智能研发中心,2020年入驻20层物联网大厦。宁波工业物联网产业园遵循以龙头企业+产业链+投融资平台+创新平台+服务平台,朝物联网社区小镇方向发展,体现高端引领、龙头带动、全链集成、多维融合、开放共享的特色产业园区。工业物联网特色产业园定位于以集聚工业物联网行业高科技企业和人才,建立工业物联网行业高科技项目孵化和产业化服务体系,搭建物联网应用众创空间,为入驻园区企业提供更低成本运营环境、产学研相结合的共享平台。当前,公司正围绕“新产品、新团队、新管理、新机制、新增长、新时代”的创新理念和“智能制造、智能物联、生态投资、变革创新、青春奋斗”的战略部署,切实落实上市公司规范,抓好风控体系建设和市值管理,深化投资机制和产业园平台建设,一手抓其他物理量传感器研发,一手抓工业物联网发展,向着建设国际一流的物联网公司的企业愿景而迈进。",研制、生产和销售应变式传感器（其中主要为应变式称重传感器 ）、仪表等元器件，提供系统集成及干粉砂浆第三方服务。,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；电子元器件制造；电子元器件批发；电子元器件零售；工业自动控制系统装置销售；仪器仪表制造；仪器仪表销售；计算机软硬件及外围设备制造；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；专用设备制造（不含许可类专业设备制造）；机械设备租赁；环境保护专用设备制造；家用电器制造；家用电器销售；电子产品销售；终端计量设备制造；终端计量设备销售；金属材料销售；五金产品批发；五金产品零售；建筑材料销售；物联网技术研发；互联网数据服务；市场营销策划；企业形象策划；企业管理咨询；物业管理；信息咨询服务（不含许可类信息咨询服务）；会议及展览服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：道路货物运输（网络货运）；检验检测服务；货物进出口；技术进出口；进出口代理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,2967
300007.SZ,任红军,李志刚,肖锋,32744.5619,19980911,河南,郑州市,"汉威科技集团股份有限公司(股票代码:300007)是一家值得信赖的创新型科技公司,国内知名的气体传感器及仪表制造商、物联网解决方案提供商,创业板首批上市公司,致力于创造安全、环保、健康、智慧的工作和生活环境。汉威围绕物联网产业,将感知传感器、智能终端、通讯技术、地理信息和云计算、大数据等技术紧密结合,打造汉威云,建立完整的物联网产业链,结合环保治理、节能技术,以客户价值为导向,为智慧城市、安全生产、环境保护、民生健康提供完善的解决方案。汉威产品和系统解决方案已应用于全球近百个国家,建立了以传感器为核心,覆盖多门类检测仪表及行业物联网应用的整体布局;应用行业分布广泛,涵盖石油、化工、冶金、环保、采矿、电子、电力、制药、食品、医疗卫生、农业、燃气、市政工程、家庭安全与健康、公用场所、道路安全管理、污水处理、生物科学、航天航空、军事反恐等领域,用于防火防爆、环境检测、预防中毒、污染监测、环境治理、改善人居环境,为行业客户HSE管理体系的建立、工业、民用和个人安全防护提供适合、优质、高性价比的产品与方案。为环境检测与治理,健康家居生活、提供完善的解决方案和服务。","气体传感器、气体检测仪器仪表的研发、生产、销售及自营产品出口,主要产品是气体传感器、气体检测仪器仪表(及控制系统)。",许可项目：建设工程施工（除核电站建设经营、民用机场建设）；建筑智能化系统设计；建设工程设计；特种设备检验检测（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：技术进出口；货物进出口；消防技术服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；电子元器件制造；集成电路芯片设计及服务；智能仪器仪表制造；智能仪器仪表销售；光电子器件制造；光电子器件销售；光学仪器制造；光学仪器销售；环境监测专用仪器仪表制造；实验分析仪器制造；实验分析仪器销售；电子产品销售；安全系统监控服务；消防器材销售；智能家庭消费设备销售；安防设备制造；安防设备销售；交通安全、管制专用设备制造；物联网技术研发；物联网技术服务；软件开发；软件销售；信息系统集成服务；人工智能行业应用系统集成服务；工程和技术研究和试验发展；工程管理服务；非居住房地产租赁；合同能源管理；工业自动控制系统装置制造；工业自动控制系统装置销售；市政设施管理；互联网数据服务；特种劳动防护用品销售；环境保护专用设备制造；环境保护专用设备销售；水环境污染防治服务；大气环境污染防治服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,3129
688322.SH,黄源浩,黄源浩,靳尚,40114.424,20130118,广东,深圳市,奥比中光科技集团股份有限公司是全球领先的3D视觉感知技术方案提供商，成立于2013年1月，总部位于深圳，在上海、西安、美国密歇根设有分支机构。3D视觉感知是为人工智能提供三维视觉能力的关键基础共性技术。奥比中光以“3D感知芯片/光学测量系统+AI芯片+行业应用算法”为核心，拥有从芯片、算法，到系统、框架、上层应用支持的全栈技术实力，是全球少数对结构光、TOF、双目视觉等3D视觉感知技术进行全面布局研发的企业；3D视觉感知领域专利申请量位居世界前列，成为亚洲第一家、全球第四家掌握3D视觉感知全领域技术的平台型科创企业，占据行业制高点。以“让所有终端都能看懂世界”为使命，奥比中光将前沿的3D视觉感知技术突破性地广泛应用于移动终端、智慧零售、智能服务、智能制造、智能安防、数字家庭等领域，赋能传统行业转型升级。目前，奥比中光已服务全球客户逾1000家，包括OPPO、蚂蚁集团、中国银联、惠普等知名品牌。,公司的主营业务是 3D 视觉感知产品的设计、研发、生产和销售，3D 视觉感知技术处于应用发展初期，公司依托 3D 视觉感知一体化科研生产能力和创新平台，不断孵化、拓展新的 3D 视觉感知产品系列。,一般经营项目是：立体照相机及多项光学测量产品的技术开发、技术咨询、技术服务及销售；计算机视觉、3D 感知、3D 传感器、人工智能相关的芯片、算法、光学器件、模组、整机的技术开发及销售；经营进出口业务；3D 打印服务；增材制造装备制造；智能机器人的研发；人工智能行业应用系统集成服务；人工智能硬件销售；人工智能理论与算法软件开发；智能车载设备制造；智能车载设备销售；虚拟现实设备制造；基于云平台的业务外包服务；移动终端设备制造；移动通信设备销售；移动通信设备制造；照相机及器材销售；照相机及器材制造；移动终端设备销售；计量技术服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可经营项目是：立体照相机及多项光学测量产品的生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,888
003021.SZ,李海周,叶曙兵,牛东峰,26756.425,20010419,广东,深圳市,深圳市兆威机电股份有限公司成立于2001年，是一家从事微型传动系统、精密注塑件和精密模具的研发、生产与销售的企业，主要为通讯设备、智能手机、汽车电子、智能家居、服务机器人、个人护理、智慧医疗等诸多领域的客户提供定制化微型传动系统和精密注塑件。公司主要产品为微型传动系统、精密注塑件和精密模具等。产品类型有：1、全系列精密行星齿轮箱减速电机，直径3.4mm-38mm，功率：0.01-40W，输出转速5-2000rpm，减速比5-1500，输出扭矩1gf.cm到50Kg.cm；2、通用驱动器、调节器齿轮箱传动机构系统;3、定制化精密齿轮、蜗轮、蜗杆传动机构系统;4、精密、微小的塑胶和特殊金属粉末 注塑零件及集成装配组件。产品主要涉及汽车部件、医疗传动应用、智能家居、工业设备、消费电子产品、标准微型齿轮箱等。,是中国最大的一体化微型传动与驱动系统产品提供商，设计、制造微型传动与驱动系统产品以及该等系统的配套部件,模具、塑胶五金制品、齿轮箱、传动系统、电子控制产品的技术开发；模具、塑胶五金制品、齿轮箱、传动系统、机电成套设备、电子控制产品的销售；国内贸易（不含专营、专卖、专控商品）；货物及技术进出口（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；普通货运；塑料制品、机电设备及配件、轴承及配件劳务加工；模具、塑胶五金制品、齿轮箱、传动系统、机电成套设备、电子控制产品的生产；劳务派遣服务。,2381
002050.SZ,张亚波,"王大勇,张亚波",李智密,420801.3935,19940910,浙江,绍兴市,浙江三花智能控制股份有限公司是一家主要从事制冷空调电器零部件业务和汽车零部件业务的中国公司。制冷空调电器零部件业务从事建筑暖通（HVAC）、电器设备专业化经营，主要产品包括四通换向阀、电子膨胀阀、电磁阀、微信道换热器、Omega泵等。汽车零部件业务专注于汽车热管理领域的深入研究，主要产品包括热力膨胀阀、电子膨胀阀、电子水泵、新能源车热管理集成组件等。该公司主要在中国国内和海外市场开展业务。,制冷空调电器零部件和汽车零部件业务。,家用电器研发；制冷、空调设备制造；家用电器制造；普通阀门和旋塞制造（不含特种设备制造）；通用零部件制造；特种设备制造；泵及真空设备制造；电机制造；风机、风扇制造；检验检测服务；货物进出口；技术进出口；发电业务、输电业务、供（配）电业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,19090
601689.SH,邬建树,王斌,王明臻,173783.558,20040422,浙江,宁波市,宁波拓普集团股份有限公司是在上海证券交易所上市的一家技术领先的汽车零部件企业（股票代码：601689），主要致力于汽车动力底盘系统、内饰隔音系统、智能驾驶控制系统等领域的研发与制造。自1983年创立，拓普在汽车行业中专注笃行了30余年。总部位于中国宁波，拥有支持全球项目的研发中心和技术领先的试验中心，设有动力底盘系统、饰件系统、电子系统等事业部。生产减振产品线、内饰产品线、底盘产品线、电子产品线、结构件产品线等5000多个产品。凭借领先的研发技术、制造技术、质量管理和全球供应能力，拓普集团与国内外多家汽车制造商建立了良好的技术合作关系，进行多类子系统与汽车的匹配设计，实现同步设计研发，支持全球项目的开展，已成为宝马、奔驰、奥迪、保时捷、大众、克莱斯勒、通用、福特、吉利等汽车制造商的全球供应商。拓普在研发体系、采购体系、物流体系、生产体系、销售体系、质量体系等方面实行精益化管理，已形成具有核心竞争力的拓普品牌，在国内外汽车行业中获得良好信誉。,汽车动力底盘系统、内饰隔音系统、智能驾驶控制系统等领域的研发与制造。,一般项目：汽车零部件研发；汽车零部件及配件制造；汽车零配件批发；合成纤维制造；合成纤维销售；产业用纺织制成品制造；产业用纺织制成品销售；模具制造；模具销售；专用设备制造（不含许可类专业设备制造）；机械设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）（分支机构经营场所设在:宁波市北仑区新碶黄山西路215 号；宁波市北仑区大碶龙潭山路 1 号；宁波市北仑区大碶坝头西路339 号；宁波市北仑区春晓观海路 59 号；宁波市北仑区春晓观海路 36 号；宁波市北仑区春晓春晓大道99 号。）,26123
688698.SH,胡智勇,胡智勇,贺琬株,21402.2774,20131017,江苏,苏州市,伟创电气自成立以来，始终专注于电气传动和工业控制领域，是一家从事工业自动化产品研发、生产、销售于一体的国家级高新技术企业和双软企业，并获得国家火炬计划重点高新技术企业、江苏省级企业技术中心、江苏省民营科技企业，“低压变频器十大杰出企业”、“运动控制领域最具竞争力品牌”等荣誉称号。 经过多年的自主研发和创新，公司已开发出一系列独立知识产权，截止至2019年12月31日，已授权和正在申请中的专利共118项，其中已授权91项专利，包括15项发明专利授权。以及54项软件著作权。 公司总部位于苏州，在深圳和印度的艾哈迈达巴德设有主要运营中心，目前公司业务遍及多个国家和地区，为全球客户提供有竞争力、安全可信赖的产品和服务。,电气传动和工业控制,研发、生产、销售：电气设备、电气成套控制设备、光伏系统控制设备、配电开关控制设备、工业自动化设备、工业机器人、电焊机、机电设备、机械设备、电子产品、金属制品；智能控制软件及系统集成的研发、设计、销售；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。一般项目：电池制造；电池销售；电池零配件生产；电池零配件销售；制冷、空调设备制造；制冷、空调设备销售；储能技术服务；节能管理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；智能机器人的研发；智能机器人销售；工业机器人制造；工业机器人销售；工业机器人安装、维修；服务消费机器人制造；服务消费机器人销售；特殊作业机器人制造；非居住房地产租赁；租赁服务（不含许可类租赁服务）；企业总部管理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,1927
002965.SZ,谢祥娃,谢祥娃,陈振海,26538.0359,20040520,广东,东莞市,"祥鑫科技股份有限公司(以下简称“祥鑫科技”)成立于2004年,专业从事精密冲压模具和金属结构件研发、生产和销售,拥有先进的模具制造技术和精密冲压技术,为客户提供精密冲压模具和金属结构件一体化解决方案。在各级政府的大力支持下,祥鑫科技获得:国家高新技术企业、“精模奖”一等奖、“中国机械工业科学技术奖”二等奖、国家标准化良好行为企业(AAAA)、模具出口重点单位、中国汽车零部件冲压模具重点骨干模具企业、广东省著名商标、广东省名牌产品,成为“全国五金模具产业知名品牌创建示范区”内的知名骨干企业,并建立了省级工程技术研究中心“广东省汽车大型零部件模具工程技术研究中心”。祥鑫科技大力推动科技创新、转型升级工作,积极参与“智造东莞”工程。通过多年积累,祥鑫科技形成了一整套适应公司自身发展的研发体系,积累了丰富的模具设计和应用解决方案方面的经验,具备了研发、制造超高强度钢板、新能源汽车铝镁合金轻量化部件等大型汽车精密模具的能力。其中,“管道式换热器集液管整体级进冲压成形与模具技术研究与应用”项目科学成果,经中国机械工业联合会鉴定为“整体技术水平处于国内领先,达到国际先进水平”。",精密冲压模具及金属结构件的研发、生产和销售。,研发、产销：汽车五金模具、汽车零部件、五金模具、新能源金属制品、钣金件、五金配件、组装件及通用机械设备、教学用具、实验设备、家具、机器人、自动化设备、机械手；货物进出口、技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,8639
