ts_code,company_name,date,source,title,text,stage_hit,weak
300421.SZ,力星股份,20250905,互动易,依据2025年中报贵司寄予厚望的陶瓷球业务上半年只产生了7.65万营收，此业务下半年能否迅猛放量？预计全年会产生多少营收？另墨西哥工厂何时能建成并正式量产？进展是否顺利？,依据2025年中报贵司寄予厚望的陶瓷球业务上半年只产生了7.65万营收，此业务下半年能否迅猛放量？预计全年会产生多少营收？另墨西哥工厂何时能建成并正式量产？进展是否顺利？ | 您好，公司目前重点开发的氮化硅陶瓷球产品尚处于小批量生产和样品认证阶段；公司墨西哥项目情况请关注公司后续信息披露，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250829,互动易,董秘好，既知：“我公司将着力于人工智能带来的滚动体应用开发”请问贵公司是否已经有来自下游机器人企业的项目订单？,董秘好，既知：“我公司将着力于人工智能带来的滚动体应用开发”请问贵公司是否已经有来自下游机器人企业的项目订单？ | 您好，公司一直关注相关行业发展和对滚动体产品的需求，并加大研发投入。同时，公司与上海电气集优铭宇合作签约，双方将在新能源汽车、自动化、机器人等新兴领域开展密切合作，开拓欧洲、北美等重点国际市场，共同打造中国高端传动部件品牌。请持续关注公司官方信息。感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250829,互动易,请问目前贵公司旗下上海新奇机器人有限公司有什么研发成果？,请问目前贵公司旗下上海新奇机器人有限公司有什么研发成果？ | 您好，该公司的投资设立是重要战略布局，公司将及时关注其经营管理状况及运作情况，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250825,互动易,请问公司人形机器人业务2030年预计增长多少？,请问公司人形机器人业务2030年预计增长多少？ | 您好，人工智能带来的生态发展充满期待，我公司将着力于人工智能带来的滚动体应用开发，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250811,互动易,公司是否新成立了机器人公司？,公司是否新成立了机器人公司？ | 您好，情况属实，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250810,互动易,尊敬的董秘，您好！企查查显示贵公司于8月6日成立了上海新奇机器人有限公司，请问这是否意味着贵公司将直接切入机器人领域？贵公司是否有相应的技术储备？谢谢！,尊敬的董秘，您好！企查查显示贵公司于8月6日成立了上海新奇机器人有限公司，请问这是否意味着贵公司将直接切入机器人领域？贵公司是否有相应的技术储备？谢谢！ | 您好，人工智能带来的生态发展充满期待，我公司将着力于人工智能带来的滚动体应用开发，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250729,互动易,董秘好，CR450动车组——全球最快高铁研制成功，请问贵公司是否参与CR450动车组零部件的研制工作？,董秘好，CR450动车组——全球最快高铁研制成功，请问贵公司是否参与CR450动车组零部件的研制工作？ | 您好，公司一直致力于高铁滚子的研制，参与了CR350动车组零部件的开发，并且通过路试，同时一直在研发更高阶的动车及高铁项目的相关滚动体，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250617,互动易,请问贵公司有做脑机接口零部件相关的业务吗？,请问贵公司有做脑机接口零部件相关的业务吗？ | 您好，公司目前产品包括钢球、滚子、陶瓷球。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250616,互动易,今年5月9日，施波总经理在2024年业绩说明会上回答投资者提问时说：“公司和洛轴是战略全方位合作：轨道交通和高铁圆锥滚子，海上风电圆柱滚子，新能源汽车轮毂钢球及陶瓷球，以及正在进行中的国家级卡脖子工程开发项目”。 请问：这个“正在进行中的国,今年5月9日，施波总经理在2024年业绩说明会上回答投资者提问时说：“公司和洛轴是战略全方位合作：轨道交通和高铁圆锥滚子，海上风电圆柱滚子，新能源汽车轮毂钢球及陶瓷球，以及正在进行中的国家级卡脖子工程开发项目”。 请问：这个“正在进行中的国家级卡脖子工程开发项目”是指航空航天领域的项目吗？比如：用于C919客机起落架和发动机轴承的航空轴承滚子等。 | 您好！公司主要研发项目情况已在年度报告中第三节“管理层讨论与分析”之“ 四、主营业务分析”之“研发投入”部分予以描述。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250606,互动易,请问贵公司除了主营生产钢珠外，是否有其他业务？,请问贵公司除了主营生产钢珠外，是否有其他业务？ | 您好，公司专注于滚动体制造业，目前产品包括钢球、滚子、陶瓷球。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250521,互动易,根据公司今年一季度报表情况（如：购进原材料钢材等预付款2038万元，是去年同期的3.23倍；合同负债1139万元，是去年末的1.58倍），以及前几年布局项目的逐步投产（如：南阳基地、美国工厂），今年公司经营情况来势很好。请问，目前公司在人形,根据公司今年一季度报表情况（如：购进原材料钢材等预付款2038万元，是去年同期的3.23倍；合同负债1139万元，是去年末的1.58倍），以及前几年布局项目的逐步投产（如：南阳基地、美国工厂），今年公司经营情况来势很好。请问，目前公司在人形机器人、新能源汽车和风电领域的订单情况如何？ | 您好！公司严格按照相关法律法规及时履行信息披露义务，具体经营情况请关注公司定期报告和临时公告。感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250508,互动易,对于机器人领域，根据贵公司的专业而言，若使用陶瓷球来做轴承的话，是否能为机器人减重呢？而对于医疗，爬山等场景用的外骨骼机器人减重至关重要，陶瓷球是否也可以应用在那些领域？谢谢,对于机器人领域，根据贵公司的专业而言，若使用陶瓷球来做轴承的话，是否能为机器人减重呢？而对于医疗，爬山等场景用的外骨骼机器人减重至关重要，陶瓷球是否也可以应用在那些领域？谢谢 | 您好，陶瓷球是一个积极的可能性轻量化方案，但同时需要解决成本和原材料的稳定输入，公司研发团队正在验证中。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250430,互动易,你好，贵司轴承滚动体在机器人及人形机器人领域有哪些业务布局，和哪些TOP客户有合作及送样？烦请回复谢谢,你好，贵司轴承滚动体在机器人及人形机器人领域有哪些业务布局，和哪些TOP客户有合作及送样？烦请回复谢谢 | 您好，我公司产品主要为轴承公司配套，公司产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250422,互动易,国内目前能做陶瓷球的A股上市公司是不是只有公司一家？,国内目前能做陶瓷球的A股上市公司是不是只有公司一家？ | 您好，A股上市公司国瓷材料生产相关产品，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250417,互动易,公司既然都生产或者钢球，陶瓷球了，为什么不往前一步直接生产轴承，争取做大做强？,公司既然都生产或者钢球，陶瓷球了，为什么不往前一步直接生产轴承，争取做大做强？ | 您好，公司目前专注于滚动体制造，感谢您对公司关注和建议！,False,False
300421.SZ,力星股份,20250413,互动易,请问：墨西哥蒙特雷基地和美国南卡罗来纳州工厂目前在生产陶瓷球产品吗？生产的陶瓷球是否用于配套Optimus机器人关节轴承。,请问：墨西哥蒙特雷基地和美国南卡罗来纳州工厂目前在生产陶瓷球产品吗？生产的陶瓷球是否用于配套Optimus机器人关节轴承。 | 您好，公司陶瓷球产品尚处于小批量生产和样品认证阶段，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250413,互动易,公司官网显示其他系列产品：“丝杠  （正在研发，敬请期待...“。请问，这种正在研究的“丝杠“是用于人形机器人的吗？,公司官网显示其他系列产品：“丝杠  （正在研发，敬请期待...“。请问，这种正在研究的“丝杠“是用于人形机器人的吗？ | 您好，相关信息公司官网已说明，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250409,互动易,公司有无产品应用于军工领域？,公司有无产品应用于军工领域？ | 您好，我公司产品为轴承滚动体，包括轴承钢球、轴承滚子、精密陶瓷球。轴承钢球广泛应用于汽车（燃油车、新能源汽车）、精密数控机床、轻工家电、机器人，风力发电、工程机械、航空航天以及其他通用机械设备制造领域中所需的各类轴承中；滚子除上述轴承钢球应用领域外，还应用于轨道交通，盾构机主轴和刀盘轴承、风电主轴、重卡等负荷能力要求较高的领域。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250408,互动易,公司在人形机器人领域有何布局？,公司在人形机器人领域有何布局？ | 您好，滚动轴承作为行业的基础零配件，应用领域非常广泛，公司密切关注国内外轴承滚动体的新产品和新工艺，不断加大研发和创新投入，提升公司竞争力，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250408,互动易,公司的科技创新实力如何？为国产替代领域做了哪些布局和贡献？,公司的科技创新实力如何？为国产替代领域做了哪些布局和贡献？ | 您好，公司一直致力于精密滚动体的研发，不断优化产品结构、提升公司整体技术水平和技术创新能力，公司高铁轴承滚子关键技术研发、高精密陶瓷球技术研发等项目，均是为实现高端制造国产化，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250408,互动易,公司在自主可控领域有何布局？,公司在自主可控领域有何布局？ | 您好，公司一直致力于精密滚动体的研发，不断优化产品结构、提升公司整体技术水平和技术创新能力，公司高铁轴承滚子关键技术研发、高精密陶瓷球技术研发等项目，均是为实现高端制造国产化，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250407,互动易,董秘你好，现在国际形势严峻，请问公司有没有能力做到国产替代？,董秘你好，现在国际形势严峻，请问公司有没有能力做到国产替代？ | 您好，公司一直致力于精密滚动体的研发，不断优化产品结构、提升公司整体技术水平和技术创新能力，公司高铁轴承滚子关键技术研发、高精密陶瓷球技术研发等项目，均是为实现高端制造国产化，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250406,互动易,董秘你好，请问美国南卡基地公司给哪些公司供货？可以间接给人形机器人提供产品吗？,董秘你好，请问美国南卡基地公司给哪些公司供货？可以间接给人形机器人提供产品吗？ | 您好，我公司产品主要为轴承公司配套，公司产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250402,互动易,董秘你好，公司的产品可以用于滚珠丝杠吗？,董秘你好，公司的产品可以用于滚珠丝杠吗？ | 您好，公司产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250402,互动易,董秘你好，公司有没有通过SKF间接供货特斯拉人形机器人？,董秘你好，公司有没有通过SKF间接供货特斯拉人形机器人？ | 您好，我公司产品主要为轴承公司配套，公司产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250402,互动易,董秘你好，请问公司产品可以用于滚珠丝杠和谐波减速器上吗？请公司董秘不要答非所问，回复轴承一类的答复，请董秘回答有还是没有，谢谢！,董秘你好，请问公司产品可以用于滚珠丝杠和谐波减速器上吗？请公司董秘不要答非所问，回复轴承一类的答复，请董秘回答有还是没有，谢谢！ | 您好，轴承钢球广泛应用于汽车、精密数控机床、轻工家电、机器人，风力发电、工程机械以及其他通用机械设备制造领域中所需的各类轴承中。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250401,互动易,请问公司的轴承滚子在人形机器人轴承中市占率有多少？,请问公司的轴承滚子在人形机器人轴承中市占率有多少？ | 您好，滚动轴承作为行业的基础零配件，应用领域非常广泛，公司紧跟行业发展趋势，密切关注国内外轴承滚动体的新产品和新工艺，不断加大研发和创新投入，提升公司竞争力，不断提升市场占有率，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250401,互动易,董秘你好，公司有没有给绿的谐波减速器企业供货？谢谢！,董秘你好，公司有没有给绿的谐波减速器企业供货？谢谢！ | 您好，公司产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250331,互动易,公司产品是否运用在减速器上面？,公司产品是否运用在减速器上面？ | 您好，公司产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250327,互动易,请问贵司是通过什么渠道开拓新客户的？除了传统的轴承机械制造业，目前对其他新兴领域，有何涉足和开拓,请问贵司是通过什么渠道开拓新客户的？除了传统的轴承机械制造业，目前对其他新兴领域，有何涉足和开拓 | 您好，滚动轴承作为行业的基础零配件，应用领域非常广泛，公司密切关注国内外轴承滚动体的新产品和新工艺，不断加大研发和创新投入，提升公司竞争力，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250326,互动易,董秘你好，请问公司的产品给哪些丝杠企业供货？给哪些减速器企业供货？,董秘你好，请问公司的产品给哪些丝杠企业供货？给哪些减速器企业供货？ | 您好，公司产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250325,互动易,董秘你好，公司在24年3月22日投资者互动中说，公司的产品已应用到人形机器人当中，请问是什么产品？请问是哪个人形机器人公司？谢谢！,董秘你好，公司在24年3月22日投资者互动中说，公司的产品已应用到人形机器人当中，请问是什么产品？请问是哪个人形机器人公司？谢谢！ | 您好，公司目前主要专注于滚动体制造业，产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250325,互动易,董秘你好，公司的产品可以应用在人形机器人轴承.丝杠.减速器中吗？,董秘你好，公司的产品可以应用在人形机器人轴承.丝杠.减速器中吗？ | 您好，滚动轴承作为行业的基础零配件，应用领域非常广泛，公司密切关注国内外轴承滚动体的新产品和新工艺，不断加大研发和创新投入，提升公司竞争力，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250325,互动易,陶瓷球因其本身的特点尤其适合应用于人形机器人的关节轴承。请问贵司下游厂商中，有没有将陶瓷球轴承用于为人形机器人配套的厂家？（不需要回答具体公司，只确认有无就可）\n贵司后续将如何推进陶瓷球在人形机器人领域的市场？,陶瓷球因其本身的特点尤其适合应用于人形机器人的关节轴承。请问贵司下游厂商中，有没有将陶瓷球轴承用于为人形机器人配套的厂家？（不需要回答具体公司，只确认有无就可）\n贵司后续将如何推进陶瓷球在人形机器人领域的市场？ | 您好，公司陶瓷球产品尚处于小批量生产和样品认证阶段，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250325,互动易,董秘你好，请问公司给哪些国内外轴承企业供货？,董秘你好，请问公司给哪些国内外轴承企业供货？ | 您好，公司目前主要专注于滚动体制造业，产品主要为轴承公司配套，包括SKF、GKN、NTN等全球知名的跨国轴承集团公司，国内有洛轴、瓦轴、哈轴、人本等公司，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250325,互动易,董秘你好，请问公司有没有给瑞典SKF和德国舍弗勒公司供货？,董秘你好，请问公司有没有给瑞典SKF和德国舍弗勒公司供货？ | 您好，公司目前主要专注于滚动体制造业，产品主要为轴承公司配套，包括SKF、GKN、NTN等全球知名的跨国轴承集团公司，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250325,互动易,董秘你好，请问公司有没有给国内的人形机器人公司万达轴承供货？请问公司有没有给国外的人形机器人公司瑞典SKF轴承和德国舍弗勒轴承供货？,董秘你好，请问公司有没有给国内的人形机器人公司万达轴承供货？请问公司有没有给国外的人形机器人公司瑞典SKF轴承和德国舍弗勒轴承供货？ | 您好，公司目前主要专注于滚动体制造业，主要为国内外轴承厂商配套， 例如SKF、舍弗勒、GKN等，产品具体应用视下游厂商实际对接客户而定产品。感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250325,互动易,董秘你好，特斯拉在人形机器人关节中用到了陶瓷球，请问公司的陶瓷球量产了吗？,董秘你好，特斯拉在人形机器人关节中用到了陶瓷球，请问公司的陶瓷球量产了吗？ | 您好，公司陶瓷球产品尚处于小批量生产和样品认证阶段，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250325,互动易,董秘你好，请问公司的产品有没有间接供货特斯拉人形机器人？有没有间接供货国内的人形机器人？,董秘你好，请问公司的产品有没有间接供货特斯拉人形机器人？有没有间接供货国内的人形机器人？ | 您好，公司目前主要专注于滚动体制造业，产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,True,False
300421.SZ,力星股份,20250318,互动易,请问贵公司的产品例如陶瓷球能不能用在800v，1000v的快充中呢？另外公司的产品绝缘耐高温的优势显著，是否都可以用在军工产业，深海科技，低空经济，机器人等国家政策导向领域中呢？,请问贵公司的产品例如陶瓷球能不能用在800v，1000v的快充中呢？另外公司的产品绝缘耐高温的优势显著，是否都可以用在军工产业，深海科技，低空经济，机器人等国家政策导向领域中呢？ | 您好，公司目前主要专注于滚动体制造业，产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250312,互动易,公司有配套丝杠的产品吗？将来在丝杠产业链上有什么布局？,公司有配套丝杠的产品吗？将来在丝杠产业链上有什么布局？ | 您好，公司目前产品包括钢球、滚子、陶瓷球。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250310,互动易,公司产品和长盛有何区别,公司产品和长盛有何区别 | 您好，我公司主要专注于滚动体制造业，产品包括钢球、滚子、陶瓷球，长盛轴承主营业务为自润滑轴承的研发、生产和销售。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250309,互动易,请问公司在国内滚动体市场占有率有多少人,请问公司在国内滚动体市场占有率有多少人 | 您好，滚动轴承作为行业的基础零配件，应用领域非常广泛，公司密切关注国内外轴承滚动体的新产品和新工艺，不断加大研发和创新投入，提升公司竞争力，不断提升市场占有率。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250304,互动易,公司有自产轴承产品吗？,公司有自产轴承产品吗？ | 您好，目前我公司产品包括钢球、滚子、陶瓷球，主要为轴承公司配套，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250225,互动易,公司产品有用在机器人产品上吗,公司产品有用在机器人产品上吗 | 您好，我公司主要专注于滚动体制造业，产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250224,互动易,贵公司在行业中的优势是什么？,贵公司在行业中的优势是什么？ | 您好，公司具备国际先进的轴承钢球生产的全套核心技术及生产工艺，产品部分性能指标高于国际标准，多项技术工艺水平国际领先。同时拥有如吉凯恩、斯凯孚、捷太格特、恩梯恩等全球知名机械零部件制造商作为长期稳定的优质客户。公司先后获评“国家高新技术企业”、“国家火炬计划重点高新技术企业”、“中国机械工业优秀企业”、“中国工业行业排头兵”、“中国驰名商标”、“制造业单项冠军示范企业”， 建有“国家级企业技术中心”，同时公司为全国滚动轴承标准化技术委员会滚动体分技术委员会秘书处承担单位。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250222,互动易,您好，请问贵公司与轴承公司有什么联系和合作吗？,您好，请问贵公司与轴承公司有什么联系和合作吗？ | 您好，我公司产品为轴承滚动体，包括轴承钢球、轴承滚子、精密陶瓷球，产品主要为轴承公司配套，包括SKF、GKN、NTN等全球知名的跨国轴承集团公司，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250221,互动易,请问：公司有自润滑轴承产品吗？谢谢！,请问：公司有自润滑轴承产品吗？谢谢！ | 您好，我公司产品为轴承滚动体，包括轴承钢球、轴承滚子、精密陶瓷球。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250219,互动易,你好，贵司是国内唯一能生产高精度轴承滚子的企业，为人形机器人提供关键的轴承和滚动体产品，请问公司的产品是否给特斯拉人形机器人提供陶瓷球和轴承钢球，另外宇树公司的人形机器人所需的轴承贵公司是否有参与或者正在积极的沟通中？请公司给投资者看到未来,你好，贵司是国内唯一能生产高精度轴承滚子的企业，为人形机器人提供关键的轴承和滚动体产品，请问公司的产品是否给特斯拉人形机器人提供陶瓷球和轴承钢球，另外宇树公司的人形机器人所需的轴承贵公司是否有参与或者正在积极的沟通中？请公司给投资者看到未来的发展前景和方向？ | 您好，公司目前主要专注于滚动体制造业，产品主要为轴承公司配套，产品具体应用视下游厂商实际对接客户而定，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250218,互动易,贵公司的丝杠产品的研发进展如何？,贵公司的丝杠产品的研发进展如何？ | 您好，目前我公司产品包括轴承钢球、轴承滚子、精密陶瓷球，主要为轴承公司配套，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250218,互动易,"尊敬的力星股份董秘：
您好！2025 年力星股份上市届满十周年，这是极具纪念意义的重要节点。过去十年，公司成绩斐然，在市场拓展上，国内外份额稳步攀升；技术研发层面，超高速铁路滚子、氮化硅陶瓷球等成果丰硕；产能布局方面，墨西哥基地筹建、南阳基",尊敬的力星股份董秘： 您好！2025 年力星股份上市届满十周年，这是极具纪念意义的重要节点。过去十年，公司成绩斐然，在市场拓展上，国内外份额稳步攀升；技术研发层面，超高速铁路滚子、氮化硅陶瓷球等成果丰硕；产能布局方面，墨西哥基地筹建、南阳基地建成，为发展添翼。 此刻，想了解公司是否筹备庆祝活动？如邀请投资者实地参访，深入生产、研发等核心环节，让大家直观感受公司实力，增进彼此了解，期待您的回应， | 您好！力星股份自上市以来持续稳定发展，不断加大产品研发投入，投资建设多个生产基地，不断提升竞争实力。公司持续重视与资本市场的沟通交流，关注机构交流活动并积极参与。公司暂未确实是否举办相关庆祝活动，非常感谢您对公司发展的关注！,False,True
300421.SZ,力星股份,20250210,互动易,贵司的产品可应用于人形机器人灵巧手吗？,贵司的产品可应用于人形机器人灵巧手吗？ | 您好，目前我公司产品包括轴承钢球、轴承滚子、精密陶瓷球，主要为轴承公司配套，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250124,互动易,现在汽车、机械等各行业都在大力发展机器人业务，公司产品天然和机器人是契合的，请问公司目前机器人业务布局有什么进展？主流的机器人产品中，公司是否有进入供应链？是用于人形机器人还是四足机器人？谢谢回答。,现在汽车、机械等各行业都在大力发展机器人业务，公司产品天然和机器人是契合的，请问公司目前机器人业务布局有什么进展？主流的机器人产品中，公司是否有进入供应链？是用于人形机器人还是四足机器人？谢谢回答。 | 您好，滚动轴承作为行业的基础零配件，应用领域非常广泛，公司密切关注国内外轴承滚动体的新产品和新工艺，不断加大研发和创新投入，提升公司竞争力，感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250115,互动易,贵公司产品应用前景广阔，市场占有率也较高，作为行业龙头，总市值极小，与行业地位明显不符，请公司注重市值管理及企业形象，做大做强上市公司，同时也建议董秘加大与投资者的交流，不要回避投资者的提问，增强投资者的信心，抓住人形机器人千载难逢的历史机,贵公司产品应用前景广阔，市场占有率也较高，作为行业龙头，总市值极小，与行业地位明显不符，请公司注重市值管理及企业形象，做大做强上市公司，同时也建议董秘加大与投资者的交流，不要回避投资者的提问，增强投资者的信心，抓住人形机器人千载难逢的历史机遇，加大在人行机器人相关部件的布局，让投资者与上巿公司实现共赢。 | 您好！公司时刻关注轴承行业发展及相关政策，致力于做好主营业务的经营，感谢您对公司的关注和宝贵的建议！,False,False
300421.SZ,力星股份,20250114,互动易,贵公司的产品有应用在机器人身上吗？,贵公司的产品有应用在机器人身上吗？ | 您好，我公司产品为轴承滚动体，包括轴承钢球、轴承滚子、精密陶瓷球。轴承钢球广泛应用于汽车（燃油车、新能源汽车）、精密数控机床、轻工家电、机器人，风力发电、工程机械、航空航天以及其他通用机械设备制造领域中所需的各类轴承中；滚子除上述轴承钢球应用领域外，还应用于轨道交通，盾构机主轴和刀盘轴承、风电主轴、重卡等负荷能力要求较高的领域。精密陶瓷球具有轻量化、密度小、高硬度、低摩擦、高耐热、电绝缘、寿命长等优良特性，能够应用于特殊工况、高端装备的高速轴承、高温轴承、真空环境用轴承、腐蚀环境用轴承。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250114,互动易,贵公司的产品都应用在哪些领域？,贵公司的产品都应用在哪些领域？ | 您好，我公司产品为轴承滚动体，包括轴承钢球、轴承滚子、精密陶瓷球。轴承钢球广泛应用于汽车（燃油车、新能源汽车）、精密数控机床、轻工家电、机器人，风力发电、工程机械、航空航天以及其他通用机械设备制造领域中所需的各类轴承中；滚子除上述轴承钢球应用领域外，还应用于轨道交通，盾构机主轴和刀盘轴承、风电主轴、重卡等负荷能力要求较高的领域。精密陶瓷球具有轻量化、密度小、高硬度、低摩擦、高耐热、电绝缘、寿命长等优良特性，能够应用于特殊工况、高端装备的高速轴承、高温轴承、真空环境用轴承、腐蚀环境用轴承。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250113,互动易,公司产品是否有应用于军工智能化装备上？,公司产品是否有应用于军工智能化装备上？ | 您好，我公司产品为轴承滚动体，包括轴承钢球、轴承滚子、精密陶瓷球。轴承钢球广泛应用于汽车（燃油车、新能源汽车）、精密数控机床、轻工家电、机器人，风力发电、工程机械、航空航天以及其他通用机械设备制造领域中所需的各类轴承中；滚子除上述轴承钢球应用领域外，还应用于轨道交通，盾构机主轴和刀盘轴承、风电主轴、重卡等负荷能力要求较高的领域。精密陶瓷球具有轻量化、密度小、高硬度、低摩擦、高耐热、电绝缘、寿命长等优良特性，能够应用于特殊工况、高端装备的高速轴承、高温轴承、真空环境用轴承、腐蚀环境用轴承。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250112,互动易,尊敬的董秘您好：人形机器人是未来最具前景的行业，目前贵司有无相关产品直接或间接应用于国内外相关人形机器人公司？如有，主要应用于那些部件？另贵司新开发的高端产品陶瓷球有无在相关人形机器人公司中得到应用？应用前景如何？以后贵司会否加大对人形机器,尊敬的董秘您好：人形机器人是未来最具前景的行业，目前贵司有无相关产品直接或间接应用于国内外相关人形机器人公司？如有，主要应用于那些部件？另贵司新开发的高端产品陶瓷球有无在相关人形机器人公司中得到应用？应用前景如何？以后贵司会否加大对人形机器人赛道的布局与投资？敬请答复，谢谢！ | 您好，我公司产品为轴承滚动体，包括轴承钢球、轴承滚子、精密陶瓷球。轴承钢球广泛应用于汽车（燃油车、新能源汽车）、精密数控机床、轻工家电、机器人，风力发电、工程机械、航空航天以及其他通用机械设备制造领域中所需的各类轴承中；滚子除上述轴承钢球应用领域外，还应用于轨道交通，盾构机主轴和刀盘轴承、风电主轴、重卡等负荷能力要求较高的领域。精密陶瓷球具有轻量化、密度小、高硬度、低摩擦、高耐热、电绝缘、寿命长等优良特性，能够应用于特殊工况、高端装备的高速轴承、高温轴承、真空环境用轴承、腐蚀环境用轴承。感谢您对公司的关注！,False,False
300421.SZ,力星股份,20250111,互动易,据悉目前特斯拉人形机器人optimus在关节部位使用了陶瓷球，贵公司的陶瓷球产品在国内相关人形机器人公司中被采纳了吗？有无给相关人形机器人公司送样或达成了合作？,据悉目前特斯拉人形机器人optimus在关节部位使用了陶瓷球，贵公司的陶瓷球产品在国内相关人形机器人公司中被采纳了吗？有无给相关人形机器人公司送样或达成了合作？ | 您好，公司陶瓷球产品尚处于小批量生产和样品认证阶段，感谢您对公司的关注！,True,False
688017.SH,绿的谐波,20260622,互动易,董秘你好，我是公司数百万资金重仓、长期坚定持股的核心个人股东，与机构同步布局，深度看好人形机器人减速器赛道的爆发性成长，长期坚定陪伴公司发展。公司在海外高端智能制造、人形机器人领域的布局，是否会成为未来第二增长曲线，打开中长期成长天花板？,董秘你好，我是公司数百万资金重仓、长期坚定持股的核心个人股东，与机构同步布局，深度看好人形机器人减速器赛道的爆发性成长，长期坚定陪伴公司发展。公司在海外高端智能制造、人形机器人领域的布局，是否会成为未来第二增长曲线，打开中长期成长天花板？ | 尊敬的投资者您好，在具身智能机器人领域，公司紧跟行业从实验室研发向规模化落地的关键转折趋势，积极推进相关产品的研发与商业化进程。目前，部分头部厂商已进入小批量试生产阶段，我们的相关产品凭借过硬的品质获得了下游海内外企业的认可，相关收入实现大幅增长，为公司开辟了新的增长空间。感谢您的关注！,True,False
