ts_code,name,trade_date,q,a,pub_time,code6
300503.SZ,昊志机电,20251217,董秘你好，请问贵公司跟蓝箭航天公司的发动机业务现在处于什么阶段，整发价值量在多少和数量落地的时间？,尊敬的投资者，您好。（1）公司在商业航天领域已与蓝箭航天开展业务合作。根据公司与相关客户签署的保密协议约定，具体合作细节涉及商业敏感信息，暂不便对外披露。除与蓝箭合作外，公司亦持续关注航天及卫星领域的潜在应用需求，并根据市场情况推进相关技术储备。\n（2）截至目前，公司在商业航天相关的业务收入占公司主营业务收入比例较小，截至2025年9月30日，公司在机器人、商业航天领域的业务合计占主营业务收入约1%，敬请广大投资者谨慎决策，注意投资风险。感谢您对公司的关注与支持。,2025-12-31 17:45:28,300503
300503.SZ,昊志机电,20251213,想问下贵司在商业航天这块是否有布局或者有什么布局呢,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求稳步提升，行业整体有望在 2026–2027 年进入更明显的规模化阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-15 15:02:26,300503
300503.SZ,昊志机电,20251213,人形机器人产品目前是否小批量销售，具体有哪些？向美国机构送样产品目前是否通过验收取得证书，大概在什么时候可以知道信息,"尊敬的投资者，您好。\n（1）目前公司机器人业务形成了“N+1+3”的格局，其中“N”是指减速器、低压驱动、力矩传感器、无框力矩电机、编码器等机器人核心零部件，“1”是指以协作机器人为载体，“3”是指三大业务场景：生活美容、工厂上下料、新能源汽车充电。未来公司将持续加大投入，努力将其打造成公司第二增长曲线。\n截至2025年第三季度，公司转台、减速器、直线电机等功能部件实现销售收入16,834.10万元，同比增长15.69%，占营业收入的14.73%。其中，机器人业务增长主要受益于行业加速发展、下游市场需求持续提升以及公司产品竞争力的进一步增强，以及公司下半年产品迭代，在质量与性能方面实现显著提升，市场竞争力持续增强，带动订单量大幅增长，目前相关产品正按计划有序交付。\n经过公司多年的研发创新，公司现在很多机器人零部件的核心指标全面超过国际一流产品，成功实现领跑。以谐波减速器为例，公司生产的谐波减速器产品传动精度比国际主流产品提升近一倍、振动幅度比国外产品降低30%以上，可满足医疗、芯片制造等高端场景对“零晃动”的严苛需求。目前公司减速器、低压驱动器、力矩传感器、无框力矩电机、编码器已全部实现国产自研。\n截至目前，公司机器人核心功能部件的相关业务的销售收入较小，尚不会对公司业绩产生重大影响，敬请广大投资者谨慎决策，注意投资风险。\n（2）关于送检情况，敬请关注公司在法定信息披露媒体及官方平台（巨潮资讯网、公司官网、官方认证微信公众号等）发布的公告或信息，谢谢关注。",2025-12-31 17:42:47,300503
300503.SZ,昊志机电,20251213,尊敬的董秘，您好！请介绍一下公司在航空航天、商业航天上下游领域布局情况，谢谢,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时，公司正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求持续增强，商业航天产业有望在2026–2027年进入规模化发展阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-31 17:41:59,300503
300503.SZ,昊志机电,20251209,请问公司现在有无产品供货蓝箭等航天企业,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求稳步提升，行业整体有望在 2026–2027 年进入更明显的规模化阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-12 17:16:01,300503
300503.SZ,昊志机电,20251209,董秘您好！媒体报道公司获得华为人形机器人21亿的大单，是否属实？,尊敬的投资者，您好，公司与华为暂未形成合作，公司将持续跟踪机器人领域的技术趋势与市场机会，扎实推进研发与市场拓展工作，努力把握发展机遇。感谢您对公司的关注与支持。,2025-12-11 17:02:28,300503
300503.SZ,昊志机电,20251208,有披露特斯拉产业链中国企业有绿的谐波，号称国内唯一量产精度小于15角秒超高精度谐波减速器，双环传动国内唯一RV减速器全产业链自主化，兆威机电全球首款17自由度灵巧手模组，量产直径6mm微型减速器，鸣志电器特斯拉灵巧手电机唯一国产供应商，直径8mm电机转速比传统电机快30%，柯力传感国内唯一量产0.1%FS六维力传感器等。公司号称这些方面全面领先世界有无根据？送检已四月，完成否？希望尽快公布结果！,尊敬的投资者，您好，敬请关注公司在法定信息披露媒体及官方平台（巨潮资讯网、公司官网、官方认证微信公众号等）发布的公告或信息，谢谢关注。,2025-12-12 17:15:33,300503
300503.SZ,昊志机电,20251208,请问贵公司有什么产品应用于航空航天业务，以及和蓝箭航天有业务合作吗,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求稳步提升，行业整体有望在 2026–2027 年进入更明显的规模化阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-12 17:15:11,300503
300503.SZ,昊志机电,20251207,请问供港应用于宏福苑火灾事件当中的外骨络装备是否有采用贵司的产品，请问贵司产品目前应用在那些行业及市场应用设备上？,尊敬的投资者，您好，公司产品涵盖主轴、转台、直线电机、谐波减速器、数控系统、伺服电机、驱动器、传感器、编码器、氢燃料电池空压机等数十个系列上百种产品。产品广泛应用于汽车制造、金属制品、食品饮料、3C、医药、物流等行业。公司具体产品信息可查阅公司官网，感谢您的关注。,2025-12-12 17:14:50,300503
300503.SZ,昊志机电,20251205,董秘你好，媒体报道近期美国政府计划大力发展人型机器人产业，并且特斯拉也在加速审厂和人型机器人图纸定型。请问，贵司的谐波减速器或者电机产品是否可以应用在人型机器人产业？最近一年是否与宇树科技、智元机器人、小鹏机器人等国内人型机器人公司有过技术交流或者产品供货等？望回复，感谢！,尊敬的投资者，您好。公司生产的谐波减速器、无框力矩电机、编码器、低压驱动器、六维力矩传感器等产品可应用于人形机器人。2023年，公司与宇树科技开展了合作，并实现少量转台销售，该业务未涉及人形机器人领域；截至目前，公司尚未与小鹏汽车建立销售关系。近一年来，公司已与国内多家人形机器人企业进行了技术交流，并为部分客户提供了进一步的产品与解决方案，相关合作正在积极推进中，基于公司与客户签署的保密协议，具体合作内容暂不便对外披露，相关信息请以公司后续披露的正式公告为准。\n经过公司多年的研发创新，公司现在很多机器人零部件的核心指标全面超过国际一流产品，成功实现领跑。以谐波减速器为例，公司生产的谐波减速器产品传动精度比国际主流产品提升近一倍、振动幅度比国外产品降低30%以上，可满足医疗、芯片制造等高端场景对“零晃动”的严苛需求。目前公司减速器、低压驱动器、力矩传感器、无框力矩电机、编码器已全部实现国产自研，上述产品均已实现销售。\n目前公司机器人业务形成了“N+1+3”的格局，其中“N”是指减速器、低压驱动、力矩传感器、无框力矩电机、编码器等机器人核心零部件，“1”是指以协作机器人为载体，“3”是指三大业务场景：生活美容、工厂上下料、新能源汽车充电。未来公司将持续加大投入，努力将其打造成公司第二增长曲线。感谢您对公司的关注与支持。,2025-12-12 17:14:24,300503
300503.SZ,昊志机电,20251205,董秘你好，十五五规划国家大力大展商业航天，蓝箭航天、星河动力、中科宇航、星际荣耀、银河航天等火箭运载发射或者卫星互联网星座公司也投入大量资源进行相关产业试验！请问，贵司是否看重商业航天的潜在客户？贵司的产品是否有可能运用在蓝箭航天、中科宇航等上述商业航天公司的相关产品中？贵司是否有计划与国内商业航天，特别是火箭运载发射领军企业加强技术交流与产业合作？望回复，感谢！,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求稳步提升，行业整体有望在 2026–2027 年进入更明显的规模化阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-12 17:12:54,300503
300503.SZ,昊志机电,20251205,市场传闻贵公司独家供应朱雀三号天鹊B型发动机的电机，请问是否如实，谢谢,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求稳步提升，行业整体有望在 2026–2027 年进入更明显的规模化阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-12 17:12:30,300503
300503.SZ,昊志机电,20251202,请问贵公司产品能否用于商业航天领域？产品是否已经在商业航天领域形成销售？,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求稳步提升，行业整体有望在 2026–2027 年进入更明显的规模化阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-12 17:11:30,300503
300503.SZ,昊志机电,20251128,董秘好，请问公司的高端电主轴产品或其他产品，是否已应用于商业航天领域，例如蓝箭航天等公司的火箭发动机制造环节？,尊敬的投资者，您好。“十五五”规划提出要加快推动商业航天产业发展，公司持续关注相关领域的技术变化及市场动态。目前，公司部分产品已在头部商业航天公司实现小批量应用，并形成小幅盈利；同时正与行业内多家潜在客户保持沟通并积极推进市场拓展工作。\n随着商业航天产业发展提速及国产化需求稳步提升，行业整体有望在 2026–2027 年进入更明显的规模化阶段，或将带来更快的市场增长。公司将结合自身技术优势及业务布局，审慎把握行业发展带来的机遇，有望在增量市场中获得更多订单机会。具体项目及合作进展请以公司正式公告为准。感谢您对公司的关注与支持。,2025-12-12 17:10:16,300503
300503.SZ,昊志机电,20251127,近日，广东省地方金融管理局官网发布《广东省金融支持企业开展产业链整合兼并行动方案》。行动方案明确，鼓励上市公司综合运用股份、定向可转债、现金等支付工具实施整合兼并，吸引更多社会资本参与，提升企业可持续发展能力，优化产业链布局，实现转型升级。支持上市公司依法依规设立产业并购基金，重点投向产业链上下游关键环节。请问贵司有无相关整合兼并计划？谢谢,尊敬的投资者，您好，公司目前暂无收购兼并计划，敬请关注公司后续披露的相关公告，谢谢。,2026-01-06 15:45:25,300503
300503.SZ,昊志机电,20251126,尊敬的董秘，您好！敬请发布截至今天10月31日公司的股东户数信息,尊敬的投资者，您好！公司股东人数情况请您查阅公司在指定信息披露媒体发布的定期报告。感谢您的关注。,2025-11-27 16:02:35,300503
300503.SZ,昊志机电,20251114,你好，在11月14日上海证券报的报道中，汤董说到：公司机器人业务已在部分头部客户实现小批量销售，核心零部件产品逐步进入量产阶段，明年有望取得突破性进展。请问是哪几家头部客户？,尊敬的投资者，您好，公司具体经营情况，请以公司在法定信息披露媒体及官方平台（巨潮资讯网、公司官网、官方认证微信公众号等）发布的公告或信息为准，谢谢关注。,2025-11-27 16:01:26,300503
300503.SZ,昊志机电,20251112,董秘您好，从公司报表来看，公司账上的现金不足1亿，但应收款却超过8.8亿，而且一直呈现上升趋势。请问公司是否会存在业绩大幅计提的可能？是否会出现流动性危机？,尊敬的投资者，您好，公司将加强货款催收，确保公司的应收账款和应收票据按期回收。另外，公司与相关金融机构的合作正常，尚未使用的银行授信额度也相对较大，对于已经到期的金融机构借款均能按期偿还或展期。同时，公司将综合运用票据结算、银行借款和融资租赁等多种融资手段，并采取长、短期融资方式适当结合，优化融资结构的方法，保持融资持续性与灵活性之间的平衡。谢谢关注。,2025-11-27 16:01:03,300503
300503.SZ,昊志机电,20251110,请问公司领导后续费开发新能源汽车电机吗？或者说现在是否已经在进行？,尊敬的投资者，您好，公司暂无开发新能源汽车电机产品，在新能源汽车领域公司储备的产品有氢燃料电池空压机，该产品是公司基于现有产品的相关技术自主研发的产品。经过多年的研究和积累，公司已经拥有完整的、完全自主的高速离心式空压机的设计、制造和测试技术，可独立完成空压机产品的研发、制造和销售，该产品主要配套于氢燃料电池汽车和燃料电池发电系统等领域公司，截至目前，公司已完成DK-GF110、DK-GF150、DK-GF180、DK-GF220、DK-GF300 等多个系列燃料电池空压机产品的开发工作，可满足 50~240kW 燃料电池系统的使用需求，上述产品已有小量交易，销售收入较小，尚不会对公司业绩产生重大影响。同时，公司紧跟行业前沿，进行能量回收型氢燃料电池空压机研究和开发，先后开发了 DK-GF150-3.0T、 DK-GF180A-T 和 DK-GF300A-T 三款能量回收型燃料电池空压机产品，该系列产品具有无油润滑、高效率、高可靠性、长寿命、高抗振性能的特点，设有可变截面涡轮能量回收系统，能有效回收电堆排放的尾气能量，能量回收比例＞30%，上述产品目前处于测试端验证阶段。感谢您的关注。,2025-11-25 17:26:29,300503
300503.SZ,昊志机电,20251110,请问公司高管，公司是否有生产电机？是属于电机行业概念吗？都有生产哪些电机，能详细介绍一下电机产品吗？,尊敬的投资者，您好，目前公司的产品涵盖PCB钻孔机/成型机/划片机电主轴、数控金属/玻璃雕铣机电主轴、数控车床主轴/电主轴、走芯车床电主轴、直结与皮带式机械主轴、加工中心电主轴、钻攻中心电主轴、高速内/外圆磨床主轴、木工雕铣机电主轴、高光及超精加工电主轴、超声波电主轴、液静压主轴、铣削动力头、末端执行机构、刀柄夹头、数控转台、直线电机、谐波减速器、按摩机器人核心功能部件、数控系统、伺服电机、驱动器、传感器、编码器、氢燃料电池空压机和曝气鼓风机等数十个系列上百种产品。公司的电机产品包括了机床行业用的主轴电机，伺服电机。工业自动化和机器人行业用的无框力矩电机，伺服电机。还包括各类特种电机（高真空度、防爆、高辐射类特种工况）。公司产品信息具体可查阅公司官网，感谢您的关注。,2025-11-25 17:27:33,300503
300503.SZ,昊志机电,20251110,最近平台上论坛上有人发表说，公司有接到大额机器人订单是否属实？,"尊敬的投资者，您好,截至2025年第三季度，公司转台、减速器、直线电机等功能部件实现销售收入16,834.10万元，同比增长15.69%，占营业收入的14.73%。其中，机器人业务增长主要受益于行业加速发展、下游市场需求持续提升以及公司产品竞争力的进一步增强。以及公司下半年产品迭代，质量与性能方面实现显著提升，市场竞争力持续增强，带动订单量大幅增长，目前相关产品正按计划有序交付。\n经过公司多年的研发创新，公司现在很多机器人零部件的核心指标全面超过国际一流产品，成功实现领跑。以谐波减速器为例，公司生产的谐波减速器产品传动精度比国际主流产品提升近一倍、振动幅度比国外产品降低30%以上，可满足医疗、芯片制造等高端场景对“零晃动”的严苛需求。目前公司减速器、低压驱动器、力矩传感器、无框力矩电机、编码器已全部实现国产自研。\n目前公司机器人业务形成了“N+1+3”的格局，其中“N”是指减速器、低压驱动、力矩传感器、无框力矩电机、编码器等机器人核心零部件，“1”是指以协作机器人为载体，“3”是指三大业务场景：生活美容、工厂上下料、新能源汽车充电。未来公司将持续加大投入，努力将其打造成公司第二增长曲线。\n截至目前，公司机器人核心功能部件的相关业务的销售收入较小，尚不会对公司业绩产生重大影响，敬请广大投资者谨慎决策，注意投资风险。感谢您的关注。",2025-11-25 17:25:28,300503
300503.SZ,昊志机电,20251110,请问公司跟优必选公司合作项目取得了进展怎么样？是否形成销售订单？,尊敬的投资者，您好，公司目前与优必选暂未发生交易，谢谢关注。,2025-11-26 15:49:19,300503
300503.SZ,昊志机电,20251110,请问公司领导财务总监，之前有一个公告说今年及后两年的业绩净利润在2-3亿，麻烦你能详细再次说明一下细节吗？,尊敬的投资者，您好，公司业绩情况敬请关注公司在法定信息披露媒体及官方平台（巨潮资讯网、公司官网、官方认证微信公众号等）发布的公告或信息，谢谢关注。,2025-11-26 15:48:53,300503
300503.SZ,昊志机电,20251110,董秘你好，今日小鹏机器人亮眼，公司是否与该公司有深度合作？谢谢！,尊敬的投资者，您好，公司小鹏汽车暂无直接合作，公司将持续加大市场的营销力度，不断开拓业务，谢谢关注。,2025-11-26 15:48:28,300503
300503.SZ,昊志机电,20251110,请问公司跟小鹏汽车是否有合作？有无订单来往？,尊敬的投资者，您好，公司与小鹏汽车暂无直接合作，公司将持续加大市场的营销力度，不断开拓业务，谢谢关注。,2025-11-27 16:00:34,300503
300503.SZ,昊志机电,20251110,请问贵公司有无在泰国和墨西哥设厂计划？谢谢,尊敬的投资者，您好，目前公司暂无在泰国和墨西哥设厂计划，公司将持续关注海外市场机遇，结合公司自身发展战略，适时推进海外布局，感谢您的关注。,2025-11-26 15:50:07,300503
300503.SZ,昊志机电,20251109,请问公司风光储相关设备产品主要包括应用于光伏行业的主轴与转台产品吗？发展潜力如何？谢谢,尊敬的投资者，您好，公司产品涵盖主轴、转台、减速器、导轨等数十个系列上百种产品。凭借在高端装备核心功能部件领域的深厚技术积累，公司研发的晶棒磨削电主轴，硅片减薄、倒角、划片等电主轴及硅片检测用高精度转台等产品已广泛应用于光伏行业，部分产品应用已延伸至半导体芯片前道加工与检测等领域。上述产品的发展前景较好，发展空间较大，感谢您的关注。,2025-11-25 17:28:41,300503
300503.SZ,昊志机电,20251107,公司现在主营电主轴，市场占有率世界领先。另一方面，公司计算机核心部件包括谐波减速器、六维力传感器也很强，去年相关技术取得颠覆性突破，关键指标全面领先世界。今年8月谐波减速器获维科杯新产品奖，但市场方面好像没有得到相应表现，营收、利润和股价都大大低于同行。公司已发现这个问题，把这些核心部件送国际权威单位检测，据说结果出来需要3到4个月，现在已过去3月，请问检测结果什么时候出来？如何扭转这种不利局面？,尊敬的投资者，您好，敬请关注公司在法定信息披露媒体及官方平台（巨潮资讯网、公司官网、官方认证微信公众号等）发布的公告或信息，谢谢关注。,2025-11-26 15:47:32,300503
300503.SZ,昊志机电,20251107,作为一家具有机器人完整配件体系的公司，能否借鉴其他公司的并购经验，对国内知名机器人公司进行并购。比如智元机器人被并购的案例，就值得公司去参考。谢谢！,尊敬的投资者，您好。感谢您的建议，公司将根据发展战略，在时机、条件和对象成熟的前提下进行适度的收购兼并，使公司形成更强的产业链协同效应以及更大的规模效应，提升自身竞争实力。谢谢关注。,2025-11-26 15:48:04,300503
300503.SZ,昊志机电,20251105,请问贵公司谐波减速器、​无框力矩电机、六维力传感器是否已通过人形机器人品牌公司的验证，订单放量了吗？,"尊敬的投资者，您好，公司生产的谐波减速器、无框力矩电机和编码器等产品可应用于人形机器人，截至2025年第三季度，公司转台、减速器、直线电机等功能部件实现销售收入16,834.10万元，同比增长15.69%，占营业收入的14.73%。其中，机器人业务增长主要受益于行业加速发展、下游市场需求持续提升以及公司产品竞争力的进一步增强，以及公司下半年产品迭代，质量与性能方面实现显著提升，市场竞争力持续增强，带动订单量大幅增长，相关产品正按计划有序交付。目前该部分销售规模尚小，对公司整体业绩影响较小，敬请广大投资者理性看待，注意投资风险。谢谢关注。",2025-11-25 17:22:56,300503
300503.SZ,昊志机电,20251105,请问产品美国送测的结果出来了吗？,尊敬的投资者，您好，敬请关注公司在法定信息披露媒体及官方平台（巨潮资讯网、公司官网、官方认证微信公众号等）发布的公告或信息，谢谢关注。,2025-11-25 17:19:06,300503
300503.SZ,昊志机电,20251029,您好董秘，公司互动易曾恢复：“公司在PCB行业的核心业务主要包括机械钻主轴及PCB成型机主轴供应。目前，国内大部分AI相关线路板（从GPU到存储）均由国内厂商制造，其中机械钻主轴及PCB成型机主轴大部分由公司提供。”那么公司产品是否也在存储芯片领域有应用？谢谢。,"尊敬的投资者，您好，公司拥有专门应用于芯片领域的主轴系列产品，比如芯片减薄机主轴、划片机主轴、晶圆检测用转台等超精密主轴等，截至2025年前三季度，公司实现营业收入114,320.05万元，同比增长18.10%；归母净利润12,157.67万元，同比增长50.40%；扣非净利润9,707.05万元，同比增长102.52%。\n报告期内，公司主轴类产品实现快速增长，实现销售收入 75,800.12 万元，同比增长 30.32%，占主营业务收入的 66.31%，为公司核心收入来源，PCB钻孔机主轴、PCB成型机主轴等多类主轴产品销售收入实现大幅增长，成为推动业绩增长的主要动力，其中，PCB主轴实现销售收入16,912.69万元，同比增长83.99%。\n谢谢关注。",2025-11-06 16:53:31,300503
300503.SZ,昊志机电,20251029,董秘您好，请问公司产品在储能领域有何应用？谢谢。,尊敬的投资者，您好。公司暂无储能领域产品，公司将密切关注到储能市场发展趋势，持续加大研发投入，进一步丰富公司的产品布局，谢谢关注。,2025-11-07 17:07:37,300503
300503.SZ,昊志机电,20251028,董秘您好，英伟达Rubin架构（英伟达下一代GPU）有望提前至2026年上市，新架构必将为相关产业带来增量，请问公司PCB钻孔机产品，是否也将因此而受益？谢谢。,"尊敬的投资者，您好，公司与英伟达目前暂无合作。\n公司作为PCB产业链上游的关键供应商，核心业务包括机械钻主轴及PCB成型机主轴的研发与制造，目前，国内大部分AI相关线路板（从GPU到存储）均由国内厂商制造，其中公司提供的机械钻主轴和成型机主轴占据主导地位，在机械钻主轴市场的市占率超过60%，在成型机主轴市场的市占率超过80%。\n在AI算力基础设施建设和消费电子升级的推动下，PCB产业呈现结构性增长态势。受益于此，公司相关设备销售显著提升，叠加国产化替代与工艺创新的助力，市场拓展成效显著。截至2025年前三季度，公司实现营业收入114,320.05万元，同比增长18.10%；归母净利润12,157.67万元，同比增长50.40%；扣非净利润9,707.05万元，同比增长102.52%。\n报告期内，公司主轴类产品实现快速增长，实现销售收入 75,800.12 万元，同比增长 30.32%，占主营业务收入的 66.31%，为公司核心收入来源，PCB钻孔机主轴、PCB成型机主轴等多类主轴产品销售收入实现大幅增长，成为推动业绩增长的主要动力，其中，PCB主轴实现销售收入16,912.69万元，同比增长83.99%。\n另外，根据Prismark和灼识咨询数据，预计到2029年，全球PCB专用设备市场将以8.7%的年复合增长率增长，达到约107.65亿美元。其中，我国PCB专用设备行业市场规模预计将以8.4%的年复合增长率增至约61.39亿美元。在设备构成中，钻孔设备及曝光设备分别占约21%和17%的份额。且预计2024至2029年间将保持较高增速，年复合增长率分别达10.3%和10.0%。谢谢关注。",2025-11-07 17:06:42,300503
300503.SZ,昊志机电,20251027,结合《十五五规划》，昊志机电在氢能和核聚变能领域的长期战略规划是什么？公司如何布局未来产业？,尊敬的投资者，您好。\n（1）公司高度重视国家“十五五”规划对氢能产业的战略引领，公司将持续加大对新能源汽车领域研发投入，借助公司在研发、制造、客户、品牌等方面的资源积累，深化与产业链相关企业合作，推动公司氢燃料电池空压机产品在性能、寿命及成本上的持续突破，为公司的长远发展注入强劲动力。\n（2）公司暂无核聚变能领域产品。\n谢谢关注。,2025-11-06 16:54:26,300503
300503.SZ,昊志机电,20251027,昊志机电的氢燃料电池空压机产品目前商业化进展如何？,尊敬的投资者，您好。\n经过多年的研究和积累，公司已经拥有完整的、完全自主的高速离心式空压机的设计、制造和测试技术，可独立完成空压机产品的研发、制造和销售，该产品主要配套于氢燃料电池汽车和燃料电池发电系统等领域公司，截至目前，公司已完成DK-GF110、DK-GF150、DK-GF180、DK-GF220、DK-GF300 等多个系列燃料电池空压机产品的开发工作，可满足 50~240kW 燃料电池系统的使用需求，上述产品已有小量交易，销售收入较小，尚不会对公司业绩产生重大影响。同时，公司紧跟行业前沿，进行能量回收型氢燃料电池空压机研究和开发，先后开发了 DK-GF150-3.0T、 DK-GF180A-T 和 DK-GF300A-T 三款能量回收型燃料电池空压机产品，该系列产品具有无油润滑、高效率、高可靠性、长寿命、高抗振性能的特点，设有可变截面涡轮能量回收系统，能有效回收电堆排放的尾气能量，能量回收比例＞30%，上述产品目前处于测试端验证阶段。感谢您的关注。,2025-11-06 16:52:19,300503
300503.SZ,昊志机电,20251027,能量回收型空压机（如DK-GF150-3.0T）的技术成熟度如何？何时能实现量产？,尊敬的投资者，您好，公司研发的DK-GF150-3.0T能量回收型燃料电池空压机具有无油润滑、高效率、高可靠性、长寿命、高抗振性能的特点，设有可变截面涡轮能量回收系统，能有效回收电堆排放的尾气能量，能量回收比例＞30%，该产品目前处于测试端验证阶段，谢谢关注。,2025-11-07 17:06:09,300503
300503.SZ,昊志机电,20251027,昊志机电在氢燃料电池空压机领域有哪些最新技术突破？这些技术如何提升氢能源汽车的效率和竞争力？,尊敬的投资者，您好。\n经过多年的研究和积累，公司已经拥有完整的、完全自主的高速离心式空压机的设计、制造和测试技术，可独立完成空压机产品的研发、制造和销售，该产品主要配套于氢燃料电池汽车和燃料电池发电系统等领域公司，截至目前，公司已完成DK-GF110、DK-GF150、DK-GF180、DK-GF220、DK-GF300 等多个系列燃料电池空压机产品的开发工作，可满足 50~240kW 燃料电池系统的使用需求，上述产品已有小量交易，销售收入较小，尚不会对公司业绩产生重大影响。同时，公司紧跟行业前沿，进行能量回收型氢燃料电池空压机研究和开发，先后开发了 DK-GF150-3.0T、 DK-GF180A-T 和 DK-GF300A-T 三款能量回收型燃料电池空压机产品，该系列产品具有无油润滑、高效率、高可靠性、长寿命、高抗振性能的特点，设有可变截面涡轮能量回收系统，能有效回收电堆排放的尾气能量，能量回收比例＞30%，上述产品目前处于测试端验证阶段。感谢您的关注。,2025-11-05 17:16:27,300503
300503.SZ,昊志机电,20251025,请问贵公司有​五轴机床业务吗？分别为哪些客户供货？谢谢,尊敬的投资者，您好，公司产品涵盖PCB钻孔机/成型机/划片机电主轴、数控金属/玻璃雕铣机电主轴、数控车床主轴/电主轴、走芯车床电主轴、直结与皮带式机械主轴、加工中心电主轴、钻攻中心电主轴、高速内/外圆磨床主轴、木工雕铣机电主轴、高光及超精加工电主轴、超声波电主轴、液静压主轴、铣削动力头、末端执行机构、刀柄夹头、数控转台、直线电机、谐波减速器、按摩机器人核心功能部件、数控系统、伺服电机、驱动器、传感器、编码器、氢燃料电池空压机和曝气鼓风机等数十个系列上百种产品。其中，公司的五轴机床主轴、转台、摆头、导轨、丝杠、直线电机、驱动器及数控系统等核心部件已广泛应用于3C电子、精密模具、新能源汽车、航空航天等多个领域的五轴机床中，为高端装备制造提供可靠的技术支撑。谢谢关注。,2025-11-06 16:51:20,300503
